Name,Phone,Address,Facebook,State
Adamstown Antique Mall,717-484-0463,3014 N Reading Rd Adamstown PA 19501,http://facebook.com/AdamstownAntiqueMall,Pennsylvania
Black Rose Antiques Hanover,717-632-0689,1100 Eichelberger St Hanover PA 17331,http://facebook.com/BlackRoseNorthHanoverMall,Pennsylvania
374 Vintage & More,570-351-4674,4180 SR 374 Lenoxville PA 18446,http://facebook.com/374Vintage,Pennsylvania
Olde Engine Works Antiques,570-421-4340,62 N 3rd St Stroudsburg PA 18360,http://www.facebook.com/oldeengineworksmarketplace,Pennsylvania
Lewisberry Antiques & Craft Co. LLC,717-938-3200,206 Market st. Lewisberry PA 17339,http://facebook.com/LewisberryAntiquesCrafts/,Pennsylvania
Babcock Trading Co.,412-536-3935,3501 Babcock Blvd Pittsburgh PA 15237,http://facebook.com/babcocktradingcompany/,Pennsylvania
Stitch In Time Antiques & Gifts,717-589-7810,43 N Market Street Millerstown PA 17062,http://facebook.com/Stitchintimeantiques,Pennsylvania
Co-Op in the Cove,717-547-5225,1629 State Rd Duncannon PA 17020,http://www.facebook.com/COOPINTHECOVE/,Pennsylvania
Time Matters Antique Mall,717-484-1514,2664 N Reading Rd Reinholds PA 17569,http://www.facebook.com/Time-Matters-Antiques-102931262160454,Pennsylvania
Brandywine View Antiques,610-388-6060,1244 Baltimore Pike Chadds Ford PA 19317,http://facebook.com/brandywineview/,Pennsylvania
Likely Treasures at Pittsburgh Antique Shops,412-983-4559,1116 Castle Shannon Blvd Castle Shannon PA 15234,http://facebook.com/likelytreasures,Pennsylvania
On & On Marketplace,570-504-6992,1138 Capouse Ave Scranton PA 18509,http://www.facebook.com/onandonmarketplace/,Pennsylvania
Hidden Treasures Antique Mall,610-659-0067,1176 Middletown Rd Media PA 19063,http://facebook.com/hiddentreasuresgville/,Pennsylvania
Vintage Secrets Antique Mall,724-745-0200,101 S Central Ave Canonsburg PA 15317,http://Facebook.com/vintagesecretscanonsburg,Pennsylvania
Mother Tucker’s Antiques & Collectibles,717-738-1297,566 N Reading Rd Ephrata PA 17522,http://facebook.com/MotherTuckersAntiques/,Pennsylvania
The Vintage Kitchen & Antiques,717-335-8522,2350 N Reading Rd Denver PA 17517,http://facebook.com/thevintagekitchenandantiques/,Pennsylvania
Central Station Marketplace and Antiques,570-815-0746,1259 Providence Rd Scranton PA 18508,http://facebook.com/centralstationmarketplace/,Pennsylvania
Pine Hills Antique Mall,717-484-6313,3 Adams Dr Reinholds PA 17569,http://facebook.com/PineHillsAntiqueMall/,Pennsylvania
Antique Village of Strasburg,717-687-9813,227 Hartman Bridge Rd Ronks PA 17572,http://facebook.com/antiquevillageofstrasburg,Pennsylvania
D & L Treasures,717-624-3231,411 Lincoln Way W New Oxford PA 17350,http://facebook.com/DL-Treasures-1827076867373974,Pennsylvania
Strasburg Antique Market,717-687-5624,207 Georgetown Rd Strasburg PA 17579,http://facebook.com/StrasburgAntiqueMarket,Pennsylvania
The Duff House,859-533-0992,unavailable,unavailable,Pennsylvania
Altland House Inn  ,717-259-9535,1 Center Sq Abbottstown PA 17301,unavailable,Pennsylvania
Grapevine Antiques and Craft Mall,570-992-4525,137 Erin Lane (behind CVS pharmacy) Brodheadsville PA 18322,http://www.facebook.com/Grapevine-Antiques-Crafts-Mall-110492035653443/,Pennsylvania
Brownstone Colonial Inn,717-278-2560,590 Galen Hall Rd Reinholds PA 17569,http://facebook.com/Brownstone-Colonial-Inn-Bed-and-Breakfast-117308571621118/,Pennsylvania
Frazer Antiques,610-651-8299,351 Lancaster Ave Frazer PA 19355,http://facebook.com/FrazerAntiques/,Pennsylvania
Lancaster County Antique Center, LLC,717-336-2701,2255 N Reading Rd Denver PA 17517,http://www.facebook.com/LancasterCountyAntiqueCenter/,Pennsylvania
Weil Antique Center,610-791-7910,2200 31st St SW Allentown PA 18103,http://www.facebook.com/WeilAntiqueCenter/,Pennsylvania
272 Antiques & Collectibles Marketplace,717-336-0888,1300 N Reading Rd Stevens PA 17578,http://Facebook.com/272-Antiques-Collectibles-Marketplace-442091179181913,Pennsylvania
Nostalgia Antiques and Collectibles,401-400-5810,236 Wickenden St. Providence RI 02903,http://www.facebook.com/nostalgiaprov,RhodeIsland
Village Barn Country Store and Antiques,401-568-4542,953 Victory Hwy Mapleville RI 02839,http://facebook.com/villagebarn/,RhodeIsland
Timeless Antiques & Collectibles,401-257-5796,91 Main St Woonsocket RI 02895,http://www.facebook.com/TimelessAntiquesCollectibles/,RhodeIsland
Tweaked,843-651-5560,4491 Highway 17 Business Murrells Inlet SC 29576,http://www.facebook.com/tweakedsc/,SouthCarolina
Fleur De Lis,843-383-4438,813 W Bobo Newsom Hwy Hartsville SC 29550,http://www.facebook.com/FleurDeLisCollectibles,SouthCarolina
The Vintage Market,864-638-9696,168 Scenic Plaza Dr West Union SC 29696,http://facebook.com/The-Vintage-Market-889077934516941,SouthCarolina
Calhoun Street Gallery,843-837-4434,44 Calhoun Street Old Town Bluffton SC 29910,http://www.facebook.com/CalhounStreetGallery,SouthCarolina
Summerville Antique Gallery,843-873-4926,901 North Main Street Summerville SC 29483,http://www.facebook.com/SummervilleAntiqueGallery,SouthCarolina
The Willow Branch Vintage Mall, LLC,803-307-0154,142 N Oak St Batesburg SC 29006,http://Facebook.com/The-Willow-Branch-Vintage-Mall-112516891078544,SouthCarolina
Storeys at The Red Rooster,864-852-9244,118 South Main Street McCormick SC 29835,http://facebook.com/profile.php?id=100088536469478,SouthCarolina
Swansea Market Place and Event Facility Thrift Store,803-917-9565,220 S Monmouth Ave Swansea SC 29160,http://www.facebook.com/profile.php?id=100057622922713,SouthCarolina
Collectors Antique Mall ,843-524-2769,102 C Sea Island Pkwy Beaufort SC 29907,http://www.facebook.com/pages/Collectors-Antique-Mall/263397147019382,SouthCarolina
High Cotton Antiques,803-222-5045,212 S Main St Clover SC 29710,http://m.facebook.com/HIGHCOTTONANTIQUESCLOVERSC/,SouthCarolina
Willow's Antiques,864-518-4282,2718 N Main St Anderson SC 29621,http://Willow's Antiques in Anderson SC,SouthCarolina
Lexington Antiques & Home Decor,803-490-0222,1812 Augusta Hwy. Suite E Lexington SC 29072,http://facebook.com/lexantiques,SouthCarolina
Farmhouse Market & Antiques,803-490-9201,1610 W Main St Lexington SC 29072,http://facebook.com/farmhousemarketandantiques,SouthCarolina
Carolina Trading Post, LLC,843-799-1134,4105 S Irby St Florence SC 29505,http://Facebook.com/CarolinaTradingPost,SouthCarolina
Peacock's Vintage Picks,843-506-3623,3005 Hwy 301 Latta SC 29565,http://www.facebook.com/Peacocks-Vintage-Picks-1422902657984787/,SouthCarolina
Terrace Oaks Antiques,843-795-9689,2037 Maybank Hwy Charleston SC 29412,http://facebook.com/TerraceOaks,SouthCarolina
Camden Antiques Market,803-432-0818,830 South Broad Street Camden SC 29020,unavailable,SouthCarolina
Katie Mae's ,843-771-3375,140 W Richardson Ave  Ste A Summerville SC 29483,http://Facebook.com/katiemaesklassyflea,SouthCarolina
Sugar Hollow Cabins,803-422-2616,56 Lakeshore Dr. Little Mtn SC 29075,unavailable,SouthCarolina
Antique Junction Upstate,864-845-1111,18 Piedmont Hwy Piedmont SC 29673,http://www.facebook.com/antiquejunctionupstate,SouthCarolina
Rusty Trunk,843-509-0896,8612 Old State Rd Holly Hill SC 29059,http://www.facebook.com/profile.php?id=100070352363131,SouthCarolina
French Mercantile,843-494-3229,211 W. Richardson Ave Summerville SC 29483,http://Facebook.com/FrenchMercantilehome,SouthCarolina
Patina Market,843-849-8850,1929 Maybank Hwy Charleston SC 29412,http://www.facebook.com/patinamarketchs,SouthCarolina
Carolina Collectables,843-679-0901,1224 S. Irby st  A Florence SC 29505,http://www.facebook.com/Carolina-Collectables-1644343465834743/,SouthCarolina
Inlet Queens,843-299-1806,4905 Highway 17 Murrells Inlet SC 29576,http://www.facebook.com/InletQueens/,SouthCarolina
Standpipe Antiques,864-940-6179,502 O'Neal St Belton SC 29627,http://facebook.com/standpipeantiquemall,SouthCarolina
Singing Hills Antiques,803-441-8805,415 West Ave North Augusta SC 29841,http://www.instagram.com/jenniesshop/,SouthCarolina
The Caroline Collection,803-793-4739,4659 Carolina Highway Denmark SC 29042,http://www.instagram.com/thecarolinecollection/,SouthCarolina
EveryThingChic~ETC,843-879-2099,126 S Main St Summerville SC 29483,http://www.facebook.com/pages/Everythingchic/788536737897070,SouthCarolina
Palmetto Peddlers,843-665-8663,2295 Hoffmeyer Road Florence SC 29501,http://www.facebook.com/pages/Palmetto-Peddlers/147103821994726,SouthCarolina
Artifacts Greenville,864-569-2313,3209 Old Buncombe Road Greenville SC 29609,http://www.facebook.com/artifactsgreenville/,SouthCarolina
The Rock House Antiques,864-299-8981,415 Mauldin Rd Greenville SC 29605,http://www.facebook.com/The-Rock-House-Antiques-1436275596682717/,SouthCarolina
The Vintage Market of Greenville,864-419-0375,5500 Augusta Rd Greenville SC 29605,http://facebook.com/GreenvilleAntiques20017,SouthCarolina
Bluebird Antiques,864-212-5983,1305 Shealy Rd Leesville SC 29070,http://facebook.com/1bluebirdantiques,SouthCarolina
Antique Mall Cafe,803-941-7189,1528 Main St Little Mtn SC 29075,unavailable,SouthCarolina
Oak Street Vintage Mall and Gifts LLC,803-618-2461,141 N Oak St Batesburg SC 29006,http://Facebook.com/OakStreetVintageMall,SouthCarolina
Carson's Collectibles and Antiques,803-258-3191,7218 Festival Trail Rd Springfield SC 29146,http://facebook.com/Springfieldshops,SouthCarolina
Simply Vintage,843-810-1837,419c E 5th North St Summerville SC 29483,http://www.facebook.com/pages/Simply-Vintage/194671747350712,SouthCarolina
Riverside Antiques & Treasures,803-426-1942,646 E Buena Vista Ave North Augusta SC 29841,http://facebook.com/RiversideAntiquesandTreasures,SouthCarolina
Uptown Shoppers Market,864-223-3222,601 Montague Ave Greenwood SC 29649,http://www.facebook.com/uptownshoppersmarket,SouthCarolina
Finders Keepers Antiques & Collectibles,864-507-3368,127 W Main St Pickens SC 29671,http://www.facebook.com/finderskeepersresale/,SouthCarolina
Antiques & Artisans Village,843-900-5386,619 Old Trolley Rd Summerville SC 29485,http://www.facebook.com/AntiquesAndArtisansVillage,SouthCarolina
Prosperity Auction Company & Antiques,843-845-3409,242 W Columbia Ave Batesburg SC 29006,http://facebook.com/Prosperityauctioncompanyllc,SouthCarolina
Little Mountain Antiques and Cafe,803-345-6440,1528 Main St Little Mtn SC 29075,http://www.facebook.com/pages/Little-Mountain-Unlimited/172480442942,SouthCarolina
Menagerie Antiques & Collectibles,803-427-6468,1028 Broad St Camden SC 29020,http://facebook.com/Menagerie-Antiques-Collectibles-213080798724668/,SouthCarolina
Low Country Treasures,843-712-2309,2701 N Kings Hwy Myrtle Beach SC 29577,http://m.facebook.com/Low-Country-Treasures-Artisans-Antiques-202503571797824/,SouthCarolina
Katie Mae's Beaufort,843-379-5557,1029 Boundary St Beaufort SC 29902,http://Facebook.com/beaufortsckatiemaes,SouthCarolina
Barracks Antique Mall,843-441-7442,32 Salkehatchie Rd Yemassee SC 29945,http://facebook.com/profile.php?id=100090569599941,SouthCarolina
Duffy's,843-593-1162,719 Bay St Beaufort SC 29902,http://Facebook.com/duffysantiques,SouthCarolina
Uncommonly Southern,843-629-0005,1817 Pamplico Hwy Florence SC 29505,http://www.facebook.com/uncommonlysouthern/,SouthCarolina
Antiques & More Mall,803-644-1060,640 E Pine Log Rd Aiken SC 29803,http://facebook.com/antiquesandmoremall,SouthCarolina
Vintage Vibes on Main Street,843-879-9529,200 N Main Street Summerville SC 29483,http://www.facebook.com/vintagevibesonmain,SouthCarolina
Legacy Antiques & Consignments,843-651-0884,3420 South Highway 17 Murrells Inlet SC 29576,http://www.facebook.com/Abbottslegacy/,SouthCarolina
Shelton Lane Antiques,931-728-5525,100 Shelton Lane Manchester TN 37355,http://www.facebook.com/Shelton-Lane-Antiques-120843758016498/,Tennessee
The Shoppe at 350 Market,865-661-8285,350 Market St Clinton TN 37716,http://www.facebook.com/pages/The-Shoppe-at-350-Market/268339763328817,Tennessee
Ole Grapevine Antique Shoppe,931-580-6134,437 E Depot St Shelbyville TN 37160,http://facebook.com/profile.php?id=100054231771673,Tennessee
Roberts Switch, Tennessee,334-430-9309,9589 Roberts Rd Silver Point TN 38582,unavailable,Tennessee
Action Antique Barn,865-365-3026,2189 Winfield Dunn Pkwy Sevierville TN 37876,http://www.facebook.com/Action-Antique-Barn-716163795150375/,Tennessee
Mooney's Market & Emporium,931-924-7400,1265 W Main St Monteagle TN 37356,http://facebook.com/Mooneys-Market-and-Emporium-235544056556597/,Tennessee
Magnolia Jade B and B,931-267-3099,306 Main Street Baxter TN 38544,unavailable,Tennessee
Cookeville Antique Mall & Auction Gallery,931-510-6438,402 Dubois Rd Cookeville TN 38501,http://www.facebook.com/groups/286838748146314/,Tennessee
HWY 111 Antiques Cast Iron & Collectibles,931-704-7035,1011 Old Static Rd Byrdstown TN 38549,unavailable,Tennessee
Oakes & Oliver's Modern Mercantile,423-667-7215,Main Street Monteagle TN 37356,http://facebook.com/Facebook.comoakesandolivers,Tennessee
West Side Antiques,931-251-3109,115 Main Ave S Fayetteville TN 37334,http://www.facebook.com/westsideantiques,Tennessee
GasLamp Too,615-292-2250,128 Powell Place Nashville TN 37204,http://www.facebook.com/GasLampToo,Tennessee
Spring Hill Antique Mall,931-489-0022,1213 School St Spring Hill TN 37174,http://www.facebook.com/pages/biz/antique_store/Spring-Hill-Antique-Mall-127547970680775/,Tennessee
The Shoppes at Roper Mansion,865-484-1237,218 W Main St Dandridge TN 37725,unavailable,Tennessee
The Kitchen at Grace Meadows,423-297-9199,170 John France Rd Jonesborough TN 37659,http://facebook.com/TheKitchenAtGMF,Tennessee
E-CLEC-TIQUE,865-770-2375,746 West Lamar Alexander Pkwy Maryville TN 37801,http://facebook.com/Toptiquer1,Tennessee
Antiques on 231,615-516-3777,320 S Cumberland St Lebanon TN 37087,http://facebook.com/Antiques-on-231-153724764682871,Tennessee
Cinnamon Ridge Bed and Breakfast,931-580-7883,799 Whitthorne St Shelbyville TN 37160,http://www.facebook.com/cinnridgebb,Tennessee
South Front Antiques,901-527-0109,374 S Front St Memphis TN 38103,http://www.facebook.com/ArchitecturalSalvage,Tennessee
The Purple Door Antiques and Uniques,615-427-8017,106 W Walnut St Smithville TN 37166,http://facebook.com/profile.php?id=100074208788197,Tennessee
aquaTreasures Estate Center, Marketplace and Auction,901-488-0640,3455 Summer Ave Memphis TN 38122,http://facebook.com/antiquesmemphis,Tennessee
The Rustic Touch,931-686-4438,961 Rock Island Road Rock Island TN 38581,http://www.facebook.com/rtfdn123,Tennessee
Abandoned Antiques,901-317-9137,8323 US Highway 51 N Millington TN 38053,http://www.facebook.com/AbandonedAntiquesTN,Tennessee
Goodlettsville Antique Mall,615-859-7002,213 N Main St Goodlettsville TN 37072,http://www.facebook.com/GoodlettsvilleAntique,Tennessee
Clinch River Mercantile,865-463-7954,428 Eagle Bend Rd Clinton TN 37716,http://www.facebook.com/pages/Allee Antiques/125157677538663,Tennessee
Presswood Antiques ,423-479-4460,3350 N Ocoee St Cleveland TN 37312,http://facebook.com/Presswoods-Vintage-Antiques-154854424552044/,Tennessee
Clinch River Spring Antique Fair,865-457-5250,320 N Main St Clinton TN 37716,unavailable,Tennessee
Outside The Box,731-221-1717,185 S Washington St Ripley TN 38063,http://facebook.com/outsidetheboxripleytn,Tennessee
Historic Clinton Antiques,865-264-4258,356 Market St Clinton TN 37716,http://facebook.com/HistoricClintonAntiques,Tennessee
Apple Bottom's,615-666-1232,404 College St Lafayette TN 37083,http://www.facebook.com/AppleBottomstore,Tennessee
Cast + Found Vintiques,615-448-6586,126 N Main St Goodlettsville TN 37072,http://facebook.com/castandfoundvintiques,Tennessee
Rarebookster,931-261-7356,P.O. Box 2485 Cookeville TN 38502,unavailable,Tennessee
Fayetteville Antique Mall & Consignment,931-433-1231,112 College St E Fayetteville TN 37334,http://www.facebook.com/pages/Fayetteville-Antique-Mall-Consignment/349540055228493,Tennessee
A Moment In Time Antiques and Collectibles,901-213-9343,5855 Summer Ave Memphis TN 38134,http://facebook.com/AmomentintimeLLCAntiques,Tennessee
Heartland Antiques,865-429-1791,1441 Winfield Dunn Pkwy Sevierville TN 37876,unavailable,Tennessee
Miss Lucille's Marketplace,931-896-1700,2231-L Madison Street Clarksville TN 37043,http://www.facebook.com/misslucillesmarketplace,Tennessee
Columbia Antique Marketplace,931-982-6400,101 N James M Campbell Blvd Columbia TN 38401,http://facebook.com/Facebook.com/Columbia-Antique-Marketplace-115808313156197,Tennessee
Duck Crossing,423-518-1858,515 E Elk Avenue Elizabethton TN 37643,http://facebook.com/duckcrossingelizabethton,Tennessee
Granny's Attic,865-264-4667,341 Market St Clinton TN 37716,http://www.facebook.com/Grannys-Attic-Antiques-63980770828,Tennessee
Sissy's Antiques and Interiors,931-438-7169,208 Main Ave S Fayetteville TN 37334,http://facebook.com/Sissys-Antiques-Interiors-160465403974668/,Tennessee
Baxter's Mercantile of Columbia,931-223-8085,808 S Garden St Columbia TN 38401,http://facebook.com/baxtersmercantile,Tennessee
Superlative Vintage & Antique Mall,865-469-9267,315 N Roane St Harriman TN 37748,http://facebook.com/superlativevintageantiquemall,Tennessee
GasLamp Antiques & Decorating Mall ,615-297-2224,100 Powell Pl Ste 200 Nashville TN 37204,http://www.facebook.com/gaslampantiquemall,Tennessee
Fostoria Glass Society of Tennessee,615-856-4259,625 Smith Ave  Glass Show Location Nashville TN 37203,http://facebook.com/fostoriaglass.tn,Tennessee
A to Z Mantiques,931-863-7666,6048 South York Highway Clarkrange TN 38553,unavailable,Tennessee
Centerville Marketplace,931-729-4800,100 Church St Centerville TN 37033,http://facebook.com/pagesCenterville-Marketplace110985842280114,Tennessee
The Garden Inn Bed & Breakfast,931-839-1400,1400 Bee Rock Rd Monterey TN 38574,unavailable,Tennessee
Bleu 32 Vintage Marketplace,931-548-3282,108 W 7th St Columbia TN 38401,http://facebook.com/bleu32,Tennessee
Patriot Resale & Collectibles,865-262-0877,1015 E Highway 11 E Jefferson Cty TN 37760,http://facebook.com/Facebook.compatriotresale,Tennessee
Jones Antiques / The Bunker ,931-881-8016,6 S Washington Cookeville TN 38501,unavailable,Tennessee
Out of the Past Antiques & Collectibles,931-645-5612,436 Boillin Lane Clarksville TN 37040,http://www.outofthepastantiquesandcollectibles.com/blog.html,Tennessee
Creekside Farm Antiques & Restoration,931-648-2540,1057 Belmont Rd Clarksville TN 37040,http://facebook.com/CreeksideFarmAntiques,Tennessee
Vintage Treasures,931-299-5015,105 N Court Sq Waverly TN 37185,http://www.facebook.com/vintagetreasurestn,Tennessee
Falls Mill, BandB, and Museum,931-469-7161,134 Falls Mill Rd Belvidere TN 37306,unavailable,Tennessee
Crockett Creek Vintage Market,423-500-1025,315 S Armstrong Rd Rogersville TN 37857,http://www.facebook.com/crockettcreekmarketplace/,Tennessee
Rare Bird Antique Mall,615-851-2635,212 S Main St Goodlettsville TN 37072,http://facebook.com/rarebirdantiquemall,Tennessee
The Refindery on McCallie,423-697-1243,1300 McCallie Ave Chattanooga TN 37404,http://facebook.com/therefinderyonmccallie/,Tennessee
Music Valley Antiques & Marketplace,615-557-6560,2416 Music Valley Dr Ste 126 Nashville TN 37214,http://www.facebook.com/MusicValleyAntiques,Tennessee
The Antique Market,865-463-8699,305 Market St Clinton TN 37716,http://facebook.com/theantiquemarketinclinton/,Tennessee
The Red Fox Inn,931-260-1678,976 Main St Baxter TN 38544,http://www.facebook.com/theredfoxinn/,Tennessee
Clinton Antique Mall,865-457-3110,317 N Main St Clinton TN 37716,http://facebook.com/Clinton-Antique-Mall-123173514366354,Tennessee
Attic Trinkets & Treasures,615-613-2800,11780 Lebanon Rd Mt Juliet TN 37122,http://Facebook.com/attictrinketsandtreasures,Tennessee
Sweetwater Antiques,423-351-9480,309 N Main St Sweetwater TN 37874,http://facebook.com/Sweetwater-Antiques-829627390545011,Tennessee
Buffalo Creek Antiques & Collectibles,865-498-4026,216 Cross Pike Road Clinton TN 37716,http://www.facebook.com/BuffaloCreekAntiques/,Tennessee
Manchester Antique Mall,931-728-4007,410 Woodbury Hwy Manchester TN 37355,http://www.facebook.com/antiquemallcroossroadtradingco,Tennessee
All About Antiques & Interiors ,615-507-0179,1801 Hwy 41 Ridgetop TN 37152,http://facebook.com/profile.php?id=100046916088451,Tennessee
CC's Antiques,423-821-2007,2939 Cummings Hwy Chattanooga TN 37419,http://facebook.com/CcsAntiquesBabysCoveGifts,Tennessee
Back In Time Antiques & Boutiques,731-435-1161,225 W Main St Henderson TN 38340,http://facebook.com/profile.php?id=100090421173146,Tennessee
Dog Day Flea Market - Alex James,931-629-5885,30444 Gowan Road Ardmore TN 38449,unavailable,Tennessee
Nashville Flea Market,615-862-5016,401 Wingrove Street Nashville TN 37203,http://www.facebook.com/nashvillefleamarket,Tennessee
Green Olde Deal Antique Mall,865-446-4336,1442 Winfield Dunn Parkway Sevierville TN 37876,http://facebook.com/greenoldedealantiquemall,Tennessee
Red Barn Antiques,731-240-1368,2150 Highway 70 E Jackson TN 38305,http://www.facebook.com/redbarnantiquesTN/,Tennessee
River Mountain Antiques and Primitives,423-247-8663,120 Broad St Kingsport TN 37660,http://www.facebook.com/River-Mountain-Antiques-115638591828499,Tennessee
2Storeys Antiques,931-446-7090,2983 Carter's Creek Station Rd Columbia TN 38401,http://www.facebook.com/2StoreysAntiques,Tennessee
Rivermill Antiques, etc.,865-977-0810,4618 E Lamar Alexander Pkwy Walland TN 37886,http://www.facebook.com/RivermillAntiques,Tennessee
The Shops at Main and McGrew,931-536-1626,100 S Main St Shelbyville TN 37160,http://facebook.com/mainandmcgrew,Tennessee
Ole Kuntry Mall,731-924-4029,1055 Mineral Wells Ave  Ste 8 Paris TN 38242,http://facebook.com/profile.php?id=100087519137425,Tennessee
Yarbro's Antique Mall,731-664-6600,350 Carriage House Dr Jackson TN 38305,http://facebook.com/YarbrosAntiqueMall,Tennessee
Baileyton Antique Mall,423-525-1220,50 Bailey St Greeneville TN 37745,http://Facebook.com/baileytonantiquemall,Tennessee
South Pittsburg Antiques,423-837-5439,224 South Cedar Ave South Pittsburg TN 37380,http://www.facebook.com/SouthPittsburgAntiques/,Tennessee
Country Mill Crafts & Antiques,865-453-3035,3333 Parkway Pigeon Forge TN 37863,unavailable,Tennessee
Yesterday's Treasures,931-808-0124,105 Public Sq W Shelbyville TN 37160,http://facebook.com/yesterdaystreasures.onthesquare,Tennessee
Corner Antiques,865-457-5250,320 N Main St Clinton TN 37716,http://facebook.com/cornerantiquesclintontn,Tennessee
The Shoppes on the Square,865-244-0207,612 Grove Street Loudon TN 37774,http://www.facebook.com/theshoppesonthesquare/,Tennessee
Cole's Country Store - BandB and Event Venue,931-349-2012,11710 Nashville Hwy Baxter  TN 38544,http://facebook.com/ColesStore,Tennessee
Fiddlers Antiques Show - The Tennessee Fairgrounds ,740-998-5300,500 Wedgewood Ave S Nashville TN 37203,http://facebook.com/FiddlersAntiquesShow,Tennessee
Greeneville Antique Market,423-638-2773,117 W Depot St Greeneville TN 37743,http://www.facebook.com/GreenevilleAntiqueMarket,Tennessee
Main Street Country Store Antiques,865-207-2538,138B West Main Street/Skywalk Morristown TN 37814,http://facebook.com/COUNTRYSTOREANTIQUES/,Tennessee
Callaway Antiques,423-336-5694,8850 Hiwassee Street Charleston TN 37310,http://www.facebook.com/callawayantiques,Tennessee
Nolensville Historical Society,615-405-5451,7248 Nolensville Road Nolensville TN 37135,http://facebook.com/NolensvilleHistoricalSocietyTN,Tennessee
Clarabell Collectibles,931-607-7249,208 E Depot Street Shelbyville TN 37160,http://facebook.com/Clarabell-Collectibles-109387514562523,Tennessee
Murfreesboro Antique Show,601-906-3015,1660 Middle Tennessee Blvd Murfreesboro TN 37130,http://facebook.com/murfreesboroantiquesshow,Tennessee
Gassaway Market Antiques and Gifts ,615-464-5710,217 Gassaway Main Street Gassaway TN 37095,http://facebook.com/pagescategoryAntique-StoreGassaway-Market-Antiques-Gifts-101914844676360,Tennessee
The Village Antiques  & Gifts,615-776-1200,7289 Nolensville Rd Nolensville TN 37135,http://www.facebook.com/pages/The-Village-Antiques-and-Gifts-NolensvilleTN/112817322080528,Tennessee
Simply Vintage Antiques,615-944-4669,13751 Lebanon Rd Mt Juliet TN 37122,http://facebook.com/SimplyVintageAntiques,Tennessee
Sweetwater Main Street (SMPOA),423-337-6979,PO Box 267 Sweetwater TN 37874 Sweetwater TN 37874,http://facebook.com/sweeteststreetintennessee,Tennessee
Legacy Haus ,931-650-1321,104 West Walnut Street Smithville  TN 37166,unavailable,Tennessee
Four Sisters Antiques & Vintage,615-295-3768,1056 Seals Way  Suites G,H I Murfreesboro TN 37129,http://facebook.com/sistervintageattic2/,Tennessee
Jon English Antique Sports and Cards ,931-492-4304,204 E Depot St Shelbyville TN 37160,http://facebook.com/jonenglishantiquesportsandcards,Tennessee
Madeline's Antiques & Uniques,931-312-0928,6107 Murfreesboro Hwy Manchester TN 37355,http://www.facebook.com/MandelinesAntiquesAndUniques,Tennessee
Downtown Antiques Boutique,931-954-6063,109 N Irwin St Manchester TN 37355,unavailable,Tennessee
Iron Pig Antiques,615-563-5375,103 N Cannon St Woodbury TN 37190,http://facebook.com/IronPigAntiques,Tennessee
Red Door Antiques & More,423-707-8202,115 E Main Blvd Church Hill TN 37642,http://Facebook.com/Red-Door-Antiques-More-100249484661942,Tennessee
Larry's Antiques ,865-482-0046,394 Warehouse Rd Oak Ridge TN 37830,unavailable,Tennessee
J & J Antiques and Collectibles ,931-993-3738,131 E Commerce St Lewisburg TN 37091,http://www.facebook.com/antiqueslewisburgtn,Tennessee
Downtown Antiques,931-954-6063,109 N Irwin St Manchester TN 37355,http://facebook.com/profile.php?id=100089785107786,Tennessee
Main Street Country Store,865-207-2538,138B West Main Street/Skywalk Morristown TN 37814,http://facebook.com/COUNTRYSTOREANTIQUES/,Tennessee
Dirty Jane's Antiques,423-498-3003,1910 Dayton Blvd Chattanooga TN 37415,http://www.facebook.com/dirtyjaneschattanooga/,Tennessee
Butler's Antique Mall,731-421-8128,2213 Hwy 70 E Jackson TN 38305,http://facebook.com/Butlers-Antique-Mall-109694532460025,Tennessee
Jonesborough Antiques & Artisans,423-753-8301,115 E Main St Jonesborough TN 37659,http://www.facebook.com/Jonesborough-Antiques-Artisans-456971407736990/,Tennessee
Higgins Flea Market,615-563-2159,1061 West Main Street Woodbury TN 37190,http://www.facebook.com/higginsfleamarket/,Tennessee
Re-Invintage Home,615-617-5632,3781 Franklin Rd Murfreesboro TN 37128,http://facebook.com/reinvintagehomeTN,Tennessee
Bears Valley Antiques,865-207-2461,3360 Wears Valley Rd Sevierville TN 37862,http://facebook.com/Bears-Valley-Antiques-428440447353021,Tennessee
M&M'S Tools, Antiques, & Marketplace,931-846-9070,115 S Main St Saint Joseph TN 38481,http://facebook.com/mmtoolsantiques,Tennessee
Honey Bee Antique Market,615-624-7239,220 Veterans Pkwy # 1 Murfreesboro TN 37128,http://facebook.com/honeybeeantiquemarket,Tennessee
Lucy Road Flea Market,901-353-2222,3037 Lucy Rd Millington TN 38053,http://facebook.com/lucyroadfleamarket,Tennessee
The Springfield Antique Barn,not available,700 Willow St Springfield TN 37172,http://facebook.com/springfieldantiquebarn,Tennessee
Second Chances Antique Mall,931-919-5114,2448 Highway 41a Byp Clarksville TN 37043,http://Facebook.com/secondchancesantiquesandtreasures,Tennessee
Burrville Antiques,865-269-4522,355 Market St Clinton TN 37716,http://www.facebook.com/pages/Burrville-Antiques/1024262397602048,Tennessee
Lillie and Blanche,not available,200 E Public Sq Centerville TN 37033,http://facebook.com/Lillie-and-Blanche-111921234645854/,Tennessee
